product_name,link, product_images,price,details,image_url,product_name_stemmed
tank top with slogan,https://www.zara.com/in/en/tank-top-with-slogan-p06224374.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/374/701/2/w/448/6224374701_1_1_1.jpg?ts=1687950692782': 'Image 0 of TANK TOP WITH SLOGAN from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/374/701/2/w/448/6224374701_2_1_1.jpg?ts=1687950698524': 'Image 1 of TANK TOP WITH SLOGAN from Zara'}]","₹ 1,990.00",Loose-fitting T-shirt made of cotton. Round neck and short sleeves. Contrast slogan print on the front.Zara Athleticz.,https://static.zara.net/photos///2023/I/0/2/p/6224/374/701/2/w/448/6224374701_1_1_1.jpg?ts=1687950692782,tank top with slogan
training socks,https://www.zara.com/in/en/training-socks-p02496309.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2496/309/121/2/w/448/2496309121_6_1_1.jpg?ts=1687938651972': 'Image 0 of TRAINING SOCKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2496/309/121/2/w/448/2496309121_6_2_1.jpg?ts=1687938652762': 'Image 1 of TRAINING SOCKS from Zara'}]",₹ 990.00,Pack of 2 pairs of seamless mesh socks with ribbed trims.,https://static.zara.net/photos///2023/I/0/2/p/2496/309/121/2/w/448/2496309121_6_1_1.jpg?ts=1687938651972,train sock
training tank top,https://www.zara.com/in/en/training-tank-top-p04387408.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4387/408/712/2/w/448/4387408712_1_1_1.jpg?ts=1687950693624': 'Image 0 of TRAINING TANK TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4387/408/712/2/w/448/4387408712_2_1_1.jpg?ts=1687950696960': 'Image 1 of TRAINING TANK TOP from Zara'}]","₹ 1,990.00",Loose-fitting T-shirt made of lightweight technical stretch fabric that moves in every direction.- Sleeveless with a round neck.- Front vents at the hem.- Logo print on the hem.Zara Athleticz.View more,https://static.zara.net/photos///2023/I/0/2/p/4387/408/712/2/w/448/4387408712_1_1_1.jpg?ts=1687950693624,train tank top
basic training tshirt,https://www.zara.com/in/en/basic-training-t-shirt-p04387401.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4387/401/428/2/w/448/4387401428_1_1_1.jpg?ts=1690369387056': 'Image 0 of BASIC TRAINING T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4387/401/428/2/w/448/4387401428_2_1_1.jpg?ts=1690369260156': 'Image 1 of BASIC TRAINING T-SHIRT from Zara'}]","₹ 1,890.00","T-shirt made of a technical, lightweight and stretch fabric. - Round neck and short sleeves. - Flat seams, more resistant and ideal for movement.- Printed logo detail.View more",https://static.zara.net/photos///2023/I/0/2/p/4387/401/428/2/w/448/4387401428_1_1_1.jpg?ts=1690369387056,basic train tshirt
comfort workout tshirt,https://www.zara.com/in/en/comfort-workout-t-shirt-p02888402.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2888/402/982/2/w/448/2888402982_1_1_1.jpg?ts=1692362141492': 'Image 0 of COMFORT WORKOUT T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2888/402/982/2/w/448/2888402982_2_1_1.jpg?ts=1692362141465': 'Image 1 of COMFORT WORKOUT T-SHIRT from Zara'}]","₹ 1,890.00","T-shirt made of a lightweight and elastic fabric in every direction.- Round neck T-shirt with short sleeves.- Flat seams, more resistant and ideal for movement.- Printed logo detail.Zara Athleticz.View more",https://static.zara.net/photos///2023/I/0/2/p/2888/402/982/2/w/448/2888402982_1_1_1.jpg?ts=1692362141492,comfort workout tshirt
jogger bermuda shorts with embroidery,https://www.zara.com/in/en/jogger-bermuda-shorts-with-embroidery-p00761307.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/307/800/2/w/448/0761307800_1_1_1.jpg?ts=1687880634928': 'Image 0 of JOGGER BERMUDA SHORTS WITH EMBROIDERY from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/307/800/2/w/448/0761307800_2_1_1.jpg?ts=1687880635105': 'Image 1 of JOGGER BERMUDA SHORTS WITH EMBROIDERY from Zara'}]","₹ 2,990.00",Bermuda shorts with an adjustable elasticated waistband with drawstring. Side pockets and back pocket detail. Contrast embroidery on the leg.Zara Athleticz.View more,https://static.zara.net/photos///2023/I/0/2/p/0761/307/800/2/w/448/0761307800_1_1_1.jpg?ts=1687880634928,jogger bermuda short with embroideri
ribbed tank top,https://www.zara.com/in/en/ribbed-tank-top-p00761308.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/308/803/2/w/448/0761308803_1_1_1.jpg?ts=1687940544921': 'Image 0 of RIBBED TANK TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/308/803/2/w/448/0761308803_2_1_1.jpg?ts=1687940545415': 'Image 1 of RIBBED TANK TOP from Zara'}]","₹ 1,590.00",Sleeveless top with a wide round neck.Zara Athleticz.,https://static.zara.net/photos///2023/I/0/2/p/0761/308/803/2/w/448/0761308803_1_1_1.jpg?ts=1687940544921,rib tank top
running sneakers,https://www.zara.com/in/en/running-sneakers-p12313220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/2313/220/624/613/w/448/2313220624_6_1_1.jpg?ts=1692346963453': 'Image 0 of RUNNING SNEAKERS from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/2313/220/624/613/w/448/2313220624_6_2_1.jpg?ts=1692346966023': 'Image 1 of RUNNING SNEAKERS from Zara'}]","₹ 3,990.00",Running sneakers with Spume Foam technology that guarantees lightness and comfort. Combination of colours and materials on the upper. Eight-eyelet facing that can be adjusted with a technical piece. Slightly chunky track sole.ATHLETICZ Collection.View more,https://static.zara.net/photos///2023/I/1/2/p/2313/220/624/613/w/448/2313220624_6_1_1.jpg?ts=1692346963453,run sneaker
athleticz laken 075l  25 oz thermos bottle,https://www.zara.com/in/en/athleticz-laken--0-75l---25-oz-thermos-bottle-p13907120.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3907/120/001/2/3907120001_16_1_1/w/448/poster.jpg?ts=1691142762736': 'Image 0 of ATHLETICZ LAKEN® 0.75L / 25\xa0oz THERMOS BOTTLE from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3907/120/001/612/w/448/3907120001_6_1_1.jpg?ts=1692352454311': 'Image 1 of ATHLETICZ LAKEN® 0.75L / 25\xa0oz THERMOS BOTTLE from Zara'}]","₹ 2,890.00","Thermos bottle made of LAKEN® brand stainless steel. It has a cap with a screw-type closure and an automatic button to drink through the mouthpiece. 0.75 litre capacity.- Free of BPA, phthalates or other harmful substances.- Internal coating of polyamide varnish, free of epoxy resin, totally safe and very resistant, which completely insulates thecontent and protects it. It does not break or crack due to dents or blows- Does not retain or impart flavours- Reusable and recyclable- Hermetic closureView more",https://static.zara.net/photos///2023/I/1/2/p/3907/120/001/2/3907120001_16_1_1/w/448/poster.jpg?ts=1691142762736,athleticz laken 075l 25 oz thermo bottl
baseball training cap,https://www.zara.com/in/en/baseball-training-cap-p03920312.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/3920/312/706/2/w/448/3920312706_6_1_1.jpg?ts=1686640606920': 'Image 0 of BASEBALL TRAINING CAP from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3920/312/706/2/w/448/3920312706_6_2_1.jpg?ts=1686640606343': 'Image 1 of BASEBALL TRAINING CAP from Zara'}]","₹ 1,890.00",Peak cap with an adjustable strap at the back.Zara Athleticz.,https://static.zara.net/photos///2023/I/0/2/p/3920/312/706/2/w/448/3920312706_6_1_1.jpg?ts=1686640606920,basebal train cap
contrast jogging bermuda shorts,https://www.zara.com/in/en/contrast-jogging-bermuda-shorts-p02888316.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/2888/316/803/2/w/0/2888316803_6_1_1.jpg?ts=1679992446044': 'Image 0 of CONTRAST JOGGING BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/2888/316/803/2/w/448/2888316803_6_2_1.jpg?ts=1679992447675': 'Image 1 of CONTRAST JOGGING BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Bermuda shorts with an elasticated drawstring waistband. Front pockets with contrast thermo-sealed zip fastening.Zara Athleticz.,https://static.zara.net/photos///2023/V/0/2/p/2888/316/803/2/w/0/2888316803_6_1_1.jpg?ts=1679992446044,contrast jog bermuda short
2in1 training shorts,https://www.zara.com/in/en/2-in-1-training-shorts-p01943302.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/1943/302/800/2/w/448/1943302800_1_1_1.jpg?ts=1673615780285': 'Image 0 of 2-IN-1 TRAINING SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/1943/302/800/2/w/0/1943302800_2_1_1.jpg?ts=1673615780177': 'Image 1 of 2-IN-1 TRAINING SHORTS from Zara'}]","₹ 2,890.00","Training shorts made of lightweight, stretchy technical fabric. Inner mesh. Designed to practise any sport.- Elastic waistband with inner drawstrings.- Hip pockets.- Inner leg length: 15.5 cm. / 6.1″- Printed logo detail with reflective effect.Zara Athleticz.View more",https://static.zara.net/photos///2023/V/0/2/p/1943/302/800/2/w/448/1943302800_1_1_1.jpg?ts=1673615780285,2in1 train short
textured compression tshirt,https://www.zara.com/in/en/textured-compression-t-shirt-p01368410.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1368/410/400/2/w/0/1368410400_1_1_1.jpg?ts=1684491174924': 'Image 0 of TEXTURED COMPRESSION T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1368/410/400/2/w/448/1368410400_2_1_1.jpg?ts=1684491175635': 'Image 1 of TEXTURED COMPRESSION T-SHIRT from Zara'}]","₹ 2,990.00","T-shirt made of technical fabric with high elasticity, adapting perfectly to movement. - Sleeveless with a round neck.- Combination of textures for improved breathability and wicking.Zara Athleticz.View more",https://static.zara.net/photos///2023/I/0/2/p/1368/410/400/2/w/0/1368410400_1_1_1.jpg?ts=1684491174924,textur compress tshirt
strappy cycling culottes,https://www.zara.com/in/en/strappy-cycling-culottes-p02966303.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2966/303/406/2/w/448/2966303406_1_1_1.jpg?ts=1684496239912': 'Image 0 of STRAPPY CYCLING CULOTTES from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2966/303/406/2/w/448/2966303406_2_1_1.jpg?ts=1684496240838': 'Image 1 of STRAPPY CYCLING CULOTTES from Zara'}]","₹ 9,590.00","Culottes made of highly stretchy fabric. - Elastic straps for freedom of movement- Flatlock anti-abrasion seams.- Ergonomic bikepad made of quick-drying bacteriostatic fabric, suitable for training for any type of distance.- Differentiated bikepad filling to relieve pressure: the central foam is 80.6 mm thick and perforated for  better ventilation, while the inserts are 4mm thick and allow for a wide position range on the bike.- Reflective-effect appliqués on the legs.Zara Athleticz.View more",https://static.zara.net/photos///2023/I/0/2/p/2966/303/406/2/w/448/2966303406_1_1_1.jpg?ts=1684496239912,strappi cycl culott
cap,https://www.zara.com/in/en/cap-p02966306.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2966/306/001/2/w/448/2966306001_6_1_1.jpg?ts=1684420908929': 'Image 0 of CAP from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2966/306/001/2/w/448/2966306001_6_2_1.jpg?ts=1684420909062': 'Image 1 of CAP from Zara'}]","₹ 1,890.00","Cap made of stretchy, breathable fabric. Secure fit with inner elastic band.Zara Athleticz.",https://static.zara.net/photos///2023/I/0/2/p/2966/306/001/2/w/448/2966306001_6_1_1.jpg?ts=1684420908929,cap
tank top with slogan,https://www.zara.com/in/en/tank-top-with-slogan-p06224340.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/340/832/2/w/448/6224340832_1_1_1.jpg?ts=1688986167285': 'Image 0 of TANK TOP WITH SLOGAN from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/340/832/2/w/448/6224340832_2_1_1.jpg?ts=1688986169095': 'Image 1 of TANK TOP WITH SLOGAN from Zara'}]","₹ 1,990.00",Loose-fitting tank top made of cotton. Round neck. Contrast slogan print on the front.Zara Athleticz.,https://static.zara.net/photos///2023/I/0/2/p/6224/340/832/2/w/448/6224340832_1_1_1.jpg?ts=1688986167285,tank top with slogan
tshirt with a passo stelvio print,https://www.zara.com/in/en/t-shirt-with-a-passo-stelvio-print-p01501404.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1501/404/406/2/w/448/1501404406_1_1_1.jpg?ts=1684491174922': 'Image 0 of T-SHIRT WITH A PASSO STELVIO PRINT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1501/404/406/2/w/448/1501404406_2_1_1.jpg?ts=1684491174867': 'Image 1 of T-SHIRT WITH A PASSO STELVIO PRINT from Zara'}]","₹ 2,290.00",T-shirt made of stretchy cotton fabric. Round neck and short sleeves. Contrast graphic prints on the front and back.Zara Athleticz.,https://static.zara.net/photos///2023/I/0/2/p/1501/404/406/2/w/448/1501404406_1_1_1.jpg?ts=1684491174922,tshirt with a passo stelvio print
technical bucket hat,https://www.zara.com/in/en/technical-bucket-hat-p05875400.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5875/400/700/2/w/448/5875400700_1_1_1.jpg?ts=1687950698709': 'Image 0 of TECHNICAL BUCKET HAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5875/400/700/2/w/448/5875400700_6_1_1.jpg?ts=1687938652127': 'Image 1 of TECHNICAL BUCKET HAT from Zara'}]","₹ 2,290.00",Hat made of lightweight technical fabric. Featuring a wide brim with topstitching detail and adjustable chin tie.Zara Athleticz.,https://static.zara.net/photos///2023/I/0/2/p/5875/400/700/2/w/448/5875400700_1_1_1.jpg?ts=1687950698709,technic bucket hat
london edt 100ml  338 oz,https://www.zara.com/in/en/london-edt-100ml---3-38-oz-p20210662.html,"[{'https://static.zara.net/photos///2023/V/2/2/p/0210/662/999/2/w/448/0210662999_6_1_1.jpg?ts=1683624819139': 'Image 0 of LONDON EDT 100ML / 3.38\xa0oz from Zara'}, {'https://static.zara.net/photos///2023/V/2/2/p/0210/662/999/2/w/448/0210662999_6_2_1.jpg?ts=1683624819321': 'Image 1 of LONDON EDT 100ML / 3.38\xa0oz from Zara'}]","₹ 1,290.00","ZARA LONDON SAVILE ROW MAYFAIR EAU DE TOILETTE 100ML / 3.38 oz (3.38 FL.OZ). Woody floral eau de toilette. The scent reveals notes of mint, sandalwood and iris. It´s a masculine, intense and long-lasting fragrance.View more",https://static.zara.net/photos///2023/V/2/2/p/0210/662/999/2/w/448/0210662999_6_1_1.jpg?ts=1683624819139,london edt 100ml 338 oz
seoul 100ml,https://www.zara.com/in/en/seoul-100ml-p20210026.html,"[{'https://static.zara.net/photos///2023/V/2/2/p/0210/026/999/2/w/448/0210026999_6_2_1.jpg?ts=1672907451459': 'Image 0 of SEOUL 100ML from Zara'}, {'https://static.zara.net/photos///2023/V/2/2/p/0210/026/999/2/w/448/0210026999_6_1_1.jpg?ts=1672907451658': 'Image 1 of SEOUL 100ML from Zara'}]",₹ 990.00,"ZARA SEOUL 532-8 SINSA DONG GANGNAM-GU EDT 100ML (3.4 FL. OZ). Aromatic eau de toilette. The scent reveals notes of hazelnut, pepper and amber. It’s a modern, sporty and luminous fragrance.",https://static.zara.net/photos///2023/V/2/2/p/0210/026/999/2/w/448/0210026999_6_2_1.jpg?ts=1672907451459,seoul 100ml
lisboa 100 ml,https://www.zara.com/in/en/lisboa-100-ml-p20210027.html,"[{'https://static.zara.net/photos///2023/V/2/2/p/0210/027/999/2/w/448/0210027999_6_1_1.jpg?ts=1674474791145': 'Image 0 of LISBOA 100 ML from Zara'}, {'https://static.zara.net/photos///2023/V/2/2/p/0210/027/999/2/w/448/0210027999_6_2_1.jpg?ts=1674474791170': 'Image 1 of LISBOA 100 ML from Zara'}]",₹ 990.00,"ZARA LISBOA COLOMBO AVENIDA DO COLEGIO MILITAR EDT 100 ML (3.4 FL. OZ). Citrus eau de toilette. The scent reveals hints of lemon, musk and green notes. It’s a fresh, comfortable and sporty fragrance.View more",https://static.zara.net/photos///2023/V/2/2/p/0210/027/999/2/w/448/0210027999_6_1_1.jpg?ts=1674474791145,lisboa 100 ml
seoul 100 ml  lisboa 100 ml,https://www.zara.com/in/en/seoul-100-ml-lisboa-100-ml-p20210028.html,"[{'https://static.zara.net/photos///2023/V/2/2/p/0210/028/999/2/w/448/0210028999_6_2_1.jpg?ts=1672907450133': 'Image 0 of SEOUL 100 ML + LISBOA 100 ML from Zara'}, {'https://static.zara.net/photos///2023/V/2/2/p/0210/028/999/2/w/448/0210028999_6_1_1.jpg?ts=1672907451787': 'Image 1 of SEOUL 100 ML + LISBOA 100 ML from Zara'}]","₹ 1,590.00","ZARA SEOUL 532-8 SINSA DONG + LISBOA COLOMBO AVENIDA DO COLEGIO (3.4 FL. OZ). Eau de toilette duo set. The scent reveals hints of hazelnut, pepper and amber (I) + lemon, green notes and musk (II).View more",https://static.zara.net/photos///2023/V/2/2/p/0210/028/999/2/w/448/0210028999_6_2_1.jpg?ts=1672907450133,seoul 100 ml lisboa 100 ml
seoul  seoul summer 100ml  338 oz,https://www.zara.com/in/en/seoul-seoul-summer-100ml---3-38-oz-p20210052.html,"[{'https://static.zara.net/photos///2023/V/2/2/p/0210/052/999/2/w/448/0210052999_6_1_1.jpg?ts=1672907450195': 'Image 0 of SEOUL + SEOUL SUMMER 100ML / 3.38\xa0oz from Zara'}, {'https://static.zara.net/photos///2023/V/2/2/p/0210/052/999/2/w/448/0210052999_6_2_1.jpg?ts=1672907451357': 'Image 1 of SEOUL + SEOUL SUMMER 100ML / 3.38\xa0oz from Zara'}]","₹ 1,790.00","ZARA SEOUL 532-8 SINSA DONG GANGNAM-GU EDT 100ML + ZARA SEOUL 532-8 SINSA DONG GANGNAM-GU SUMMER EDT 100ML 2X (3.38 FL. OZ). Eau de toilette duo set. The fragrance pyramid includes notes of pepper, ylang-ylang and dry amber (I) + apple, orange blossom and amber (II).View more",https://static.zara.net/photos///2023/V/2/2/p/0210/052/999/2/w/448/0210052999_6_1_1.jpg?ts=1672907450195,seoul seoul summer 100ml 338 oz
30ml  101 oz seoul,https://www.zara.com/in/en/30ml---1-01-oz-seoul-p20210505.html,"[{'https://static.zara.net/photos///2023/I/2/2/p/0210/505/999/2/w/448/0210505999_6_1_1.jpg?ts=1691998055867': 'Image 0 of 30ML / 1.01\xa0oz SEOUL from Zara'}, {'https://static.zara.net/photos///2022/I/2/2/p/0210/505/999/2/w/448/0210505999_6_2_1.jpg?ts=1664872373767': 'Image 1 of 30ML / 1.01\xa0oz SEOUL from Zara'}]",₹ 690.00,"30ML (1.01 FL. OZ). ZARA MAN SEOUL 532-8 SINSA DONG GANGNAM-GU Aromatic eau de toilette. The fragrance pyramid reveals notes of pepper, ylang-ylang and dry amber. It’s a modern, sporty and luminous fragrance.View more",https://static.zara.net/photos///2023/I/2/2/p/0210/505/999/2/w/448/0210505999_6_1_1.jpg?ts=1691998055867,30ml 101 oz seoul
silver 100ml  338 oz,https://www.zara.com/in/en/silver-100ml---3-38-oz-p20210005.html,"[{'https://static.zara.net/photos///2023/I/2/1/p/0210/005/999/3/w/448/0210005999_1_1_1.jpg?ts=1689067696338': 'Image 0 of SILVER 100ML / 3.38\xa0oz from Zara'}, {'https://static.zara.net/photos///2022/I/2/1/p/0210/005/999/2/w/448/0210005999_6_1_1.jpg?ts=1664878529925': 'Image 1 of SILVER 100ML / 3.38\xa0oz from Zara'}]",₹ 990.00,"ZARA MAN SILVER EDT 100ML (3.38 FL. OZ). Aromatic eau de toilette. The fragrance pyramid reveals notes of lemon, jasmine and patchouli. It’s a fresh, modern and luminous fragrance.View more",https://static.zara.net/photos///2023/I/2/1/p/0210/005/999/3/w/448/0210005999_1_1_1.jpg?ts=1689067696338,silver 100ml 338 oz
